"","thresh","video","frame","x","y","w","h","class","fog","overlap"
"95",0.4,"videoplayback_002_1.webm",4,160,181,40,39,"turnRight",0.05,FALSE
"96",0.4,"videoplayback_002_1.webm",5,150,176,40,38,"turnRight",0.05,FALSE
"97",0.4,"videoplayback_002_1.webm",6,143,170,41,40,"turnRight",0.05,FALSE
"98",0.4,"videoplayback_002_1.webm",7,133,163,44,43,"turnRight",0.05,FALSE
"99",0.4,"videoplayback_002_1.webm",8,118,153,51,49,"turnRight",0.05,FALSE
"100",0.4,"videoplayback_002_1.webm",9,105,144,52,50,"turnRight",0.05,FALSE
"101",0.4,"videoplayback_002_1.webm",10,86,131,60,57,"turnRight",0.05,FALSE
"102",0.4,"videoplayback_002_1.webm",11,52,112,86,77,"turnRight",0.05,FALSE
"103",0.4,"videoplayback_002_1.webm",12,14,85,94,89,"turnRight",0.05,FALSE
"104",0.4,"videoplayback_002_1.webm",29,246,241,21,21,"speedLimit25",0.05,FALSE
"105",0.4,"videoplayback_002_1.webm",30,244,240,23,20,"speedLimit25",0.05,FALSE
"106",0.4,"videoplayback_002_1.webm",31,243,240,23,19,"speedLimit25",0.05,FALSE
"107",0.4,"videoplayback_002_1.webm",32,242,239,23,20,"pedestrianCrossing",0.05,FALSE
"108",0.4,"videoplayback_002_1.webm",33,241,239,24,20,"speedLimit25",0.05,FALSE
"109",0.4,"videoplayback_002_1.webm",34,239,238,25,21,"speedLimit25",0.05,FALSE
"110",0.4,"videoplayback_002_1.webm",35,238,237,25,21,"pedestrianCrossing",0.05,FALSE
"111",0.4,"videoplayback_002_1.webm",36,236,235,27,23,"pedestrianCrossing",0.05,FALSE
"112",0.4,"videoplayback_002_1.webm",37,235,234,27,23,"pedestrianCrossing",0.05,FALSE
"113",0.4,"videoplayback_002_1.webm",38,234,233,29,24,"pedestrianCrossing",0.05,FALSE
"114",0.4,"videoplayback_002_1.webm",39,236,234,23,20,"pedestrianCrossing",0.05,FALSE
"115",0.4,"videoplayback_002_1.webm",40,236,234,23,20,"pedestrianCrossing",0.05,FALSE
"116",0.4,"videoplayback_002_1.webm",41,235,233,23,20,"pedestrianCrossing",0.05,FALSE
"117",0.4,"videoplayback_002_1.webm",42,232,230,28,23,"pedestrianCrossing",0.05,FALSE
"118",0.4,"videoplayback_002_1.webm",43,234,231,23,21,"rightLaneMustTurn",0.05,FALSE
"119",0.4,"videoplayback_002_1.webm",44,232,232,23,20,"schoolSpeedLimit25",0.05,FALSE
"120",0.4,"videoplayback_002_1.webm",45,230,230,23,21,"schoolSpeedLimit25",0.05,FALSE
"121",0.4,"videoplayback_002_1.webm",46,227,229,23,21,"schoolSpeedLimit25",0.05,FALSE
"122",0.4,"videoplayback_002_1.webm",47,223,228,26,21,"schoolSpeedLimit25",0.05,FALSE
"123",0.4,"videoplayback_002_1.webm",48,220,227,27,24,"schoolSpeedLimit25",0.05,FALSE
"124",0.4,"videoplayback_002_1.webm",49,219,225,26,24,"schoolSpeedLimit25",0.05,FALSE
"125",0.4,"videoplayback_002_1.webm",50,216,223,25,23,"pedestrianCrossing",0.05,FALSE
"126",0.4,"videoplayback_002_1.webm",51,213,223,26,25,"schoolSpeedLimit25",0.05,FALSE
"127",0.4,"videoplayback_002_1.webm",52,208,219,30,27,"pedestrianCrossing",0.05,FALSE
"128",0.4,"videoplayback_002_1.webm",53,205,215,32,31,"pedestrianCrossing",0.05,FALSE
"129",0.4,"videoplayback_002_1.webm",54,203,212,32,31,"pedestrianCrossing",0.05,FALSE
"130",0.4,"videoplayback_002_1.webm",55,199,208,32,31,"pedestrianCrossing",0.05,FALSE
"131",0.4,"videoplayback_002_1.webm",56,196,205,34,32,"signalAhead",0.05,FALSE
"132",0.4,"videoplayback_002_1.webm",57,192,203,35,34,"pedestrianCrossing",0.05,FALSE
"133",0.4,"videoplayback_002_1.webm",59,175,197,37,38,"pedestrianCrossing",0.05,FALSE
"134",0.4,"videoplayback_002_1.webm",60,172,193,36,39,"pedestrianCrossing",0.05,FALSE
"135",0.4,"videoplayback_002_1.webm",61,166,184,40,43,"turnRight",0.05,FALSE
"136",0.4,"videoplayback_002_1.webm",62,161,180,40,42,"turnRight",0.05,FALSE
"137",0.4,"videoplayback_002_1.webm",63,154,179,37,41,"turnRight",0.05,FALSE
"138",0.4,"videoplayback_002_1.webm",64,147,174,38,45,"stopAhead",0.05,FALSE
"139",0.4,"videoplayback_002_1.webm",65,137,169,39,44,"turnRight",0.05,FALSE
"140",0.4,"videoplayback_002_1.webm",66,121,164,45,49,"pedestrianCrossing",0.05,FALSE
"141",0.4,"videoplayback_002_1.webm",67,109,158,47,52,"pedestrianCrossing",0.05,FALSE
"142",0.4,"videoplayback_002_1.webm",68,95,149,47,52,"turnRight",0.05,FALSE
"143",0.4,"videoplayback_002_1.webm",69,69,130,72,77,"pedestrianCrossing",0.05,FALSE
"144",0.4,"videoplayback_002_1.webm",70,48,120,82,85,"pedestrianCrossing",0.05,FALSE
"145",0.4,"videoplayback_002_1.webm",72,3,67,95,108,"merge",0.05,FALSE
"146",0.4,"videoplayback_002_1.webm",73,242,230,23,24,"turnRight",0.05,FALSE
"147",0.4,"videoplayback_002_1.webm",74,239,227,25,25,"turnRight",0.05,FALSE
"148",0.4,"videoplayback_002_1.webm",75,236,225,26,27,"turnRight",0.05,FALSE
"149",0.4,"videoplayback_002_1.webm",76,231,223,33,28,"turnRight",0.05,FALSE
"150",0.4,"videoplayback_002_1.webm",77,233,221,24,26,"speedLimit35",0.05,FALSE
"151",0.4,"videoplayback_002_1.webm",78,230,219,25,27,"school",0.05,FALSE
"152",0.4,"videoplayback_002_1.webm",79,228,217,24,27,"school",0.05,FALSE
"153",0.4,"videoplayback_002_1.webm",80,222,213,29,32,"turnRight",0.05,FALSE
"154",0.4,"videoplayback_002_1.webm",81,219,211,29,33,"turnRight",0.05,FALSE
"155",0.4,"videoplayback_002_1.webm",82,215,207,31,34,"pedestrianCrossing",0.05,FALSE
"156",0.4,"videoplayback_002_1.webm",83,206,203,34,37,"turnRight",0.05,FALSE
"157",0.4,"videoplayback_002_1.webm",84,199,198,43,43,"merge",0.05,FALSE
"158",0.4,"videoplayback_002_1.webm",85,198,196,36,38,"pedestrianCrossing",0.05,FALSE
"159",0.4,"videoplayback_002_1.webm",86,191,191,40,42,"pedestrianCrossing",0.05,FALSE
"160",0.4,"videoplayback_002_1.webm",88,171,178,44,46,"turnRight",0.05,FALSE
"161",0.4,"videoplayback_002_2.webm",35,222,190,28,30,"speedLimit35",0.05,FALSE
"162",0.4,"videoplayback_002_2.webm",36,209,183,28,33,"speedLimit35",0.05,FALSE
"163",0.4,"videoplayback_002_2.webm",37,197,174,37,40,"speedLimit65",0.05,FALSE
"164",0.4,"videoplayback_002_2.webm",38,182,166,43,45,"noLeftTurn",0.05,FALSE
"165",0.4,"videoplayback_002_2.webm",39,168,158,38,42,"noRightTurn",0.05,FALSE
"166",0.4,"videoplayback_002_2.webm",40,153,149,37,45,"noRightTurn",0.05,FALSE
"167",0.4,"videoplayback_002_2.webm",41,134,135,43,49,"noRightTurn",0.05,FALSE
"168",0.4,"videoplayback_002_2.webm",42,108,118,51,59,"noRightTurn",0.05,FALSE
"169",0.4,"videoplayback_002_2.webm",44,30,73,72,74,"noRightTurn",0.05,FALSE
"170",0.4,"videoplayback_002_2.webm",45,2,43,42,75,"keepRight",0.05,FALSE
"171",0.4,"videoplayback_002_2.webm",93,287,232,23,25,"speedLimit35",0.05,FALSE
"172",0.4,"videoplayback_002_2.webm",94,282,228,26,29,"speedLimit35",0.05,FALSE
"173",0.4,"videoplayback_002_2.webm",95,278,227,26,27,"speedLimit35",0.05,FALSE
"174",0.4,"videoplayback_002_2.webm",96,272,224,29,29,"speedLimit35",0.05,FALSE
"175",0.4,"videoplayback_002_2.webm",97,267,221,30,32,"speedLimit35",0.05,FALSE
"176",0.4,"videoplayback_002_2.webm",98,262,219,30,29,"speedLimit35",0.05,FALSE
"177",0.4,"videoplayback_002_2.webm",99,253,213,37,35,"speedLimit35",0.05,FALSE
"178",0.4,"videoplayback_002_2.webm",100,246,210,38,36,"speedLimit35",0.05,FALSE
"179",0.4,"videoplayback_002_2.webm",101,236,204,43,42,"speedLimit35",0.05,FALSE
"180",0.4,"videoplayback_002_2.webm",102,224,197,49,48,"speedLimit35",0.05,FALSE
"181",0.4,"videoplayback_002_2.webm",103,214,192,52,51,"speedLimit35",0.05,FALSE
"182",0.4,"videoplayback_002_2.webm",104,202,184,53,53,"speedLimit35",0.05,FALSE
"183",0.4,"videoplayback_002_2.webm",105,187,176,57,57,"speedLimit35",0.05,FALSE
"184",0.4,"videoplayback_002_2.webm",106,171,168,58,58,"speedLimit35",0.05,FALSE
"185",0.4,"videoplayback_002_2.webm",107,152,159,58,58,"speedLimit35",0.05,FALSE
"186",0.4,"videoplayback_002_2.webm",108,125,141,67,68,"speedLimitUrdbl",0.05,FALSE
"187",0.4,"videoplayback_002_2.webm",109,83,122,87,81,"keepRight",0.05,FALSE
"188",0.4,"videoplayback_002_2.webm",110,39,97,102,95,"pedestrianCrossing",0.05,FALSE
"189",0.4,"videoplayback_002_2.webm",111,-7,66,99,103,"signalAhead",0.05,FALSE
"190",0.4,"videoplayback_002_2.webm",112,-3,55,41,76,"signalAhead",0.05,FALSE
"191",0.4,"videoplayback_001_1.webm",1,105,157,18,18,"speedLimit35",0.1,FALSE
"192",0.4,"videoplayback_001_1.webm",2,77,149,30,24,"speedLimitUrdbl",0.1,FALSE
"193",0.4,"videoplayback_001_1.webm",3,56,142,33,27,"speedLimitUrdbl",0.1,FALSE
"194",0.4,"videoplayback_001_1.webm",4,41,134,29,27,"speedLimitUrdbl",0.1,TRUE
"195",0.4,"videoplayback_001_1.webm",4,32,125,48,44,"speedLimitUrdbl",0.1,TRUE
"196",0.4,"videoplayback_001_1.webm",49,618,152,19,19,"speedLimit35",0.1,FALSE
"197",0.4,"videoplayback_001_1.webm",136,146,152,19,18,"speedLimit50",0.1,FALSE
"198",0.4,"videoplayback_001_1.webm",137,140,151,18,18,"speedLimit50",0.1,FALSE
"199",0.4,"videoplayback_001_1.webm",138,129,146,30,28,"speedLimit50",0.1,TRUE
"200",0.4,"videoplayback_001_1.webm",138,134,149,21,20,"stop",0.1,TRUE
"201",0.4,"videoplayback_001_1.webm",139,126,145,24,24,"keepRight",0.1,FALSE
"202",0.4,"videoplayback_001_1.webm",140,116,140,32,31,"keepRight",0.1,FALSE
"203",0.4,"videoplayback_001_1.webm",141,110,139,30,30,"keepRight",0.1,FALSE
"204",0.4,"videoplayback_001_1.webm",142,102,136,33,32,"keepRight",0.1,FALSE
"205",0.4,"videoplayback_001_1.webm",143,91,132,40,38,"stopAhead",0.1,FALSE
"206",0.4,"videoplayback_001_1.webm",145,65,121,55,48,"laneEnds",0.1,FALSE
"207",0.4,"videoplayback_001_1.webm",146,54,117,60,52,"laneEnds",0.1,FALSE
"208",0.4,"videoplayback_001_1.webm",148,27,113,64,50,"laneEnds",0.1,FALSE
"209",0.4,"videoplayback_001_1.webm",149,10,107,66,54,"laneEnds",0.1,FALSE
"210",0.4,"videoplayback_001_1.webm",150,3,103,62,56,"laneEnds",0.1,FALSE
"211",0.4,"videoplayback_001_1.webm",151,-3,99,48,57,"pedestrianCrossing",0.1,FALSE
"212",0.4,"videoplayback_001_1.webm",152,-4,99,34,52,"signalAhead",0.1,FALSE
"213",0.4,"videoplayback_001_2.webm",19,616,155,19,19,"truckSpeedLimit55",0.1,FALSE
"214",0.4,"videoplayback_001_2.webm",53,60,111,35,33,"speedLimitUrdbl",0.1,FALSE
"215",0.4,"videoplayback_001_2.webm",54,20,92,74,63,"truckSpeedLimit55",0.1,FALSE
"216",0.4,"videoplayback_001_2.webm",55,6,84,69,65,"truckSpeedLimit55",0.1,FALSE
"217",0.4,"videoplayback_001_2.webm",56,0,72,44,64,"speedLimitUrdbl",0.1,FALSE
"218",0.4,"videoplayback_001_2.webm",57,-3,70,33,63,"stopAhead",0.1,FALSE
"219",0.4,"videoplayback_002_1.webm",1,181,200,27,22,"speedLimit50",0.1,FALSE
"220",0.4,"videoplayback_002_1.webm",3,171,193,25,21,"speedLimitUrdbl",0.1,FALSE
"221",0.4,"videoplayback_002_1.webm",4,165,188,28,23,"speedLimitUrdbl",0.1,FALSE
"222",0.4,"videoplayback_002_1.webm",5,155,182,32,27,"speedLimitUrdbl",0.1,FALSE
"223",0.4,"videoplayback_002_1.webm",6,149,177,32,27,"speedLimit50",0.1,FALSE
"224",0.4,"videoplayback_002_1.webm",7,137,168,39,33,"speedLimit50",0.1,FALSE
"225",0.4,"videoplayback_002_1.webm",8,122,159,46,39,"speedLimit50",0.1,FALSE
"226",0.4,"videoplayback_002_1.webm",9,109,150,48,42,"rampSpeedAdvisoryUrdbl",0.1,FALSE
"227",0.4,"videoplayback_002_1.webm",10,87,136,60,50,"stopAhead",0.1,FALSE
"228",0.4,"videoplayback_002_1.webm",11,55,115,87,67,"turnRight",0.1,FALSE
"229",0.4,"videoplayback_002_1.webm",12,24,98,77,63,"turnRight",0.1,FALSE
"230",0.4,"videoplayback_002_1.webm",51,217,228,19,16,"speedLimit50",0.1,FALSE
"231",0.4,"videoplayback_002_1.webm",52,214,225,20,17,"speedLimit50",0.1,FALSE
"232",0.4,"videoplayback_002_1.webm",53,211,223,20,17,"speedLimit50",0.1,FALSE
"233",0.4,"videoplayback_002_1.webm",54,209,220,20,17,"speedLimit50",0.1,FALSE
"234",0.4,"videoplayback_002_1.webm",55,207,218,19,16,"speedLimit50",0.1,FALSE
"235",0.4,"videoplayback_002_1.webm",56,203,217,19,17,"speedLimit50",0.1,FALSE
"236",0.4,"videoplayback_002_1.webm",57,197,215,20,18,"speedLimit50",0.1,FALSE
"237",0.4,"videoplayback_002_1.webm",59,182,204,28,24,"speedLimit50",0.1,FALSE
"238",0.4,"videoplayback_002_1.webm",60,178,200,27,24,"speedLimitUrdbl",0.1,FALSE
"239",0.4,"videoplayback_002_1.webm",62,168,190,25,22,"speedLimit50",0.1,FALSE
"240",0.4,"videoplayback_002_1.webm",63,160,188,24,22,"speedLimit50",0.1,FALSE
"241",0.4,"videoplayback_002_1.webm",64,156,184,24,23,"speedLimit50",0.1,FALSE
"242",0.4,"videoplayback_002_1.webm",65,142,174,33,30,"stopAhead",0.1,FALSE
"243",0.4,"videoplayback_002_1.webm",66,128,171,36,33,"speedLimit50",0.1,FALSE
"244",0.4,"videoplayback_002_1.webm",67,118,164,35,33,"speedLimit50",0.1,FALSE
"245",0.4,"videoplayback_002_1.webm",68,101,157,38,35,"speedLimit50",0.1,FALSE
"246",0.4,"videoplayback_002_1.webm",69,74,138,63,56,"signalAhead",0.1,FALSE
"247",0.4,"videoplayback_002_1.webm",70,53,124,75,66,"turnRight",0.1,FALSE
"248",0.4,"videoplayback_002_1.webm",72,8,81,85,81,"turnRight",0.1,FALSE
"249",0.4,"videoplayback_002_1.webm",81,225,219,18,17,"speedLimitUrdbl",0.1,FALSE
"250",0.4,"videoplayback_002_1.webm",82,220,215,21,19,"speedLimitUrdbl",0.1,FALSE
"251",0.4,"videoplayback_002_1.webm",83,213,211,25,22,"speedLimitUrdbl",0.1,FALSE
"252",0.4,"videoplayback_002_1.webm",84,209,208,25,23,"speedLimitUrdbl",0.1,FALSE
"253",0.4,"videoplayback_002_1.webm",85,206,205,23,22,"speedLimit50",0.1,FALSE
"254",0.4,"videoplayback_002_1.webm",86,195,198,32,29,"speedLimitUrdbl",0.1,FALSE
"255",0.4,"videoplayback_002_1.webm",88,174,185,39,34,"speedLimitUrdbl",0.1,FALSE
"256",0.4,"videoplayback_002_2.webm",41,144,149,21,21,"speedLimit35",0.1,FALSE
"257",0.4,"videoplayback_002_2.webm",42,115,130,29,31,"speedLimit35",0.1,FALSE
"258",0.4,"videoplayback_002_2.webm",44,35,79,64,56,"speedLimitUrdbl",0.1,FALSE
"259",0.4,"videoplayback_002_2.webm",45,2,50,38,56,"speedLimit50",0.1,FALSE
"260",0.4,"videoplayback_002_2.webm",107,169,178,17,17,"speedLimitUrdbl",0.1,FALSE
"261",0.4,"videoplayback_002_2.webm",108,144,162,22,22,"speedLimitUrdbl",0.1,FALSE
"262",0.4,"videoplayback_002_2.webm",109,110,146,31,29,"speedLimitUrdbl",0.1,FALSE
"263",0.4,"videoplayback_002_2.webm",110,56,115,61,54,"speedLimitUrdbl",0.1,FALSE
"264",0.4,"videoplayback_002_2.webm",111,3,75,69,63,"speedLimitUrdbl",0.1,FALSE
"265",0.4,"videoplayback_002_2.webm",112,-2,65,35,53,"stopAhead",0.1,FALSE
"266",0.4,"videoplayback_001_1.webm",149,12,109,60,49,"noLeftTurn",0.15,FALSE
"267",0.4,"videoplayback_001_1.webm",150,3,103,57,53,"laneEnds",0.15,FALSE
"268",0.4,"videoplayback_001_1.webm",151,-1,101,39,49,"speedLimit50",0.15,FALSE
"269",0.4,"videoplayback_001_1.webm",152,-3,101,30,45,"signalAhead",0.15,FALSE
"270",0.4,"videoplayback_002_1.webm",9,119,160,22,19,"speedLimit50",0.15,FALSE
"271",0.4,"videoplayback_002_1.webm",10,98,146,34,28,"speedLimit50",0.15,FALSE
"272",0.4,"videoplayback_002_1.webm",11,73,128,42,38,"speedLimit50",0.15,FALSE
"273",0.4,"videoplayback_002_1.webm",12,31,105,59,48,"speedLimit35",0.15,FALSE
"274",0.4,"videoplayback_002_1.webm",70,69,137,38,35,"speedLimit50",0.15,TRUE
"275",0.4,"videoplayback_002_1.webm",70,63,129,56,48,"speedLimit50",0.15,TRUE
"276",0.4,"videoplayback_002_1.webm",72,12,89,75,65,"stopAhead",0.15,FALSE
"277",0.4,"videoplayback_002_1.webm",73,2,69,48,56,"schoolSpeedLimit25",0.15,FALSE
"278",0.4,"videoplayback_002_1.webm",72,27,100,40,34,"rightLaneMustTurn",0.2,TRUE
"279",0.4,"videoplayback_002_1.webm",72,18,95,56,50,"speedLimit35",0.2,TRUE
